State/Region,State/Region Pcode,District, Township ,Township Pcode,,"Population 
(2022 Projected)",,% People with disabilities (Age 5 yrs+),% FEMALE,% CHILDREN  (Age 0-17 yrs),% ADULTS ( Age 18-59yrs),% ELDERS  (Age 60+),"IDPs 
(projection)","Returned, resettled and locally integrated IDPs
(projection)","Non-displaced stateless people in Rakhine
",Rest of the population
Ayeyarwady,MMR017,Pyapon,Bogale,MMR017024,MMR017024,323684.4338,,0.173281789,0.508102459,0.363042537,0.538712149,0.098245314,0,0,,323684.4338
Ayeyarwady,MMR017,Pyapon,Kyaiklat,MMR017025,MMR017025,195251.6232,,0.173281789,0.512209812,0.348199549,0.537337171,0.11446328,0,0,,195251.6232
Ayeyarwady,MMR017,Pyapon,Dedaye,MMR017026,MMR017026,204354.54,,0.173281789,0.511641775,0.342237964,0.547859015,0.109903021,0,0,,204354.54
Nay Pyi Taw,MMR018,Oke Ta Ra,Zay Yar Thi Ri,MMR018001,MMR018001,127920.7599,,0.10766915,0.504466916,0.271431625,0.650228569,0.078339806,0,0,,127920.7599
Nay Pyi Taw,MMR018,Det Khi Na,Za Bu Thi Ri,MMR018002,MMR018002,127241.5675,,0.10766915,0.53883822,0.225566259,0.707299963,0.067133778,0,0,,127241.5675
Nay Pyi Taw,MMR018,Oke Ta Ra,Tatkon,MMR018003,MMR018003,253564.5702,,0.10766915,0.525783986,0.269054166,0.613678104,0.11726773,0,0,,253564.5702
Nay Pyi Taw,MMR018,Det Khi Na,Det Khi Na Thi Ri,MMR018004,MMR018004,58176.14748,,0.10766915,0.47595751,0.260655767,0.668529348,0.070814885,0,0,,58176.14748
Nay Pyi Taw,MMR018,Oke Ta Ra,Poke Ba Thi Ri,MMR018005,MMR018005,134092.2237,,0.10766915,0.511582675,0.275463282,0.635121484,0.089415234,0,0,,134092.2237
Nay Pyi Taw,MMR018,Det Khi Na,Pyinmana,MMR018006,MMR018006,217219.6519,,0.10766915,0.521228335,0.270579131,0.622231711,0.107189157,0,0,,217219.6519
Nay Pyi Taw,MMR018,Det Khi Na,Lewe,MMR018007,MMR018007,329696.9242,,0.10766915,0.518507564,0.285637679,0.60611096,0.108251361,0,0,,329696.9242
Nay Pyi Taw,MMR018,Oke Ta Ra,Oke Ta Ra Thi Ri,MMR018008,MMR018008,93568.15525,,0.10766915,0.496113011,0.278959708,0.642870463,0.078169829,0,0,,93568.15525
